numCommande;nomClient;numTelClient;mailClient;adresseClient;codePostalClient;villeClient;dateCommande;datePaiement;dateRealisation;nomDestinataire;numTelDestinataire;adresseDestinataire;codePostalDestinataire;villeDestinataire;dateLivraisonEffective
377;Boutique Esprit Bohème;"0719312161";esprit_bohème@bbox.fr;8, Boulevard des Martyrs;69230;Saint-Genis-Laval;02/10/2024;02/10/2024;07/10/2024;Boutique Esprit Bohème;"0719312161";8, Boulevard des Martyrs;69230;Saint-Genis-Laval;07/10/2024
378;Leclerc;"0610632417";leclerc@gmail.com;26, Rue Saint-Nicolas;69004;Lyon 4eme;04/10/2024;18/10/2024;25/10/2024;Leclerc;"0610632417";26, Rue Saint-Nicolas;69004;Lyon 4eme;28/10/2024
379;Gagnon;"0732683300";gagnon@outlook.com;2, Rue Saint-Simon;69680;Chassieu;07/10/2024;07/10/2024;18/10/2024;Gagnon;"0732683300";2, Rue Saint-Simon;69680;Chassieu;22/10/2024
380;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@protonmail.com;8, Rue des Merles;69007;Lyon 7eme;07/10/2024;09/10/2024;10/10/2024;;"";;;;
381;Renaud;"0658743912";renaud@icloud.com;48, Boulevard de la Marne;69003;Lyon 3eme;08/10/2024;08/10/2024;14/10/2024;Baron;"0626079280";30, Rue de la Concorde;69730;Genay;17/10/2024
382;Guitton;"0788433940";guitton@orange.fr;2, Boulevard des Déportés;69002;Lyon 2eme;08/10/2024;08/10/2024;22/10/2024;Guitton;"0788433940";2, Boulevard des Déportés;69002;Lyon 2eme;25/10/2024
383;Boutique Esprit Bohème;"0719312161";esprit_bohème@bbox.fr;8, Boulevard des Martyrs;69230;Saint-Genis-Laval;08/10/2024;18/10/2024;31/10/2024;;"";;;;
384;Restaurant Jardin des Délices;"0716141429";jardin_des_délices@hotmail.com;19, Boulevard du Maréchal Pétain;69250;Neuville-sur-Saône;09/10/2024;11/10/2024;16/10/2024;;"";;;;
385;Chauvin;"0730466148";chauvin@orange.fr;33, Rue des Chênes;69660;Collonges-au-Mont-d'Or;09/10/2024;21/10/2024;23/10/2024;Mathieu;"0729520448";16, Avenue de Ségur;69004;Lyon 4eme;24/10/2024
386;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@protonmail.com;8, Rue des Merles;69007;Lyon 7eme;15/10/2024;21/10/2024;04/11/2024;Boutique Éclat et Élégance;"0735456380";8, Rue des Merles;69007;Lyon 7eme;05/11/2024
387;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@protonmail.com;8, Rue des Merles;69007;Lyon 7eme;16/10/2024;22/10/2024;24/10/2024;Boutique Éclat et Élégance;"0735456380";8, Rue des Merles;69007;Lyon 7eme;25/10/2024
388;Boutique Comptoir de Mode;"0660162941";comptoir_de_mode@gmail.com;13, Rue Saint-Sébastien;69230;Saint-Genis-Laval;18/10/2024;18/10/2024;29/10/2024;;"";;;;
389;Restaurant Mets Épicuriens;"0734206304";mets_épicuriens@bbox.fr;15, Rue du 11 Novembre 1918;69380;Lissieu;21/10/2024;25/10/2024;04/11/2024;;"";;;;
390;Aubry;"0755210517";aubry@orange.fr;46, Rue des Agriculteurs;69580;Sathonay-Village;22/10/2024;24/10/2024;08/11/2024;Aubry;"0755210517";46, Rue des Agriculteurs;69580;Sathonay-Village;13/11/2024
391;Dubois;"0692607439";dubois@laposte.net;3, Rue des Martyrs;69760;Limonest;22/10/2024;29/10/2024;06/11/2024;Royer;"0725836057";39, Rue des Rossignols;69002;Lyon 2eme;08/11/2024
392;Schneider;"0668040251";schneider@bbox.fr;30, Avenue de Wagram;69290;Craponne;23/10/2024;25/10/2024;30/10/2024;Chauvin;"0730466148";33, Rue des Chênes;69660;Collonges-au-Mont-d'Or;04/11/2024
393;Boutique Coin Précieux;"0785431549";coin_précieux@sfr.fr;21, Avenue de Lowendal;69350;La Mulatière;23/10/2024;30/10/2024;06/11/2024;Boutique Coin Précieux;"0785431549";21, Avenue de Lowendal;69350;La Mulatière;12/11/2024
394;Baron;"0626079280";baron@laposte.net;30, Rue de la Concorde;69730;Genay;23/10/2024;06/11/2024;12/11/2024;;"";;;;
395;Boutique Bazar et Création;"0759759346";bazar_et_création@sfr.fr;38, Rue Victor Hugo;69200;Vénissieux;25/10/2024;06/11/2024;21/11/2024;Boutique Bazar et Création;"0759759346";38, Rue Victor Hugo;69200;Vénissieux;26/11/2024
396;Chauvin;"0730466148";chauvin@orange.fr;33, Rue des Chênes;69660;Collonges-au-Mont-d'Or;28/10/2024;30/10/2024;31/10/2024;Guichard;"0773471827";39, Rue des Écoles;69009;Lyon 9eme;05/11/2024
397;Boutin;"0641072522";boutin@icloud.com;35, Rue Saint-Charles;69001;Lyon 1er;28/10/2024;05/11/2024;06/11/2024;Boutin;"0641072522";35, Rue Saint-Charles;69001;Lyon 1er;08/11/2024
398;Restaurant Festin Royal;"0677778735";festin_royal@hotmail.com;29, Avenue de la Libération;69190;Saint-Fons;30/10/2024;31/10/2024;15/11/2024;;"";;;;
399;Boutique Coin Précieux;"0785431549";coin_précieux@sfr.fr;21, Avenue de Lowendal;69350;La Mulatière;30/10/2024;14/11/2024;22/11/2024;Boutique Coin Précieux;"0785431549";21, Avenue de Lowendal;69350;La Mulatière;25/11/2024
400;Vallée;"0620818268";vallée@icloud.com;47, Rue du Général de Gaulle;69008;Lyon 8eme;31/10/2024;05/11/2024;14/11/2024;;"";;;;
401;Martinez;"0676324532";martinez@free.fr;26, Rue Saint-Lazare;69680;Chassieu;04/11/2024;04/11/2024;05/11/2024;Breton;"0681031092";47, Rue du Général de Gaulle;69150;Décines-Charpieu;08/11/2024
402;Montel;"0624769746";montel@yahoo.com;21, Rue des Étoiles;69009;Lyon 9eme;05/11/2024;13/11/2024;26/11/2024;;"";;;;
403;Duval;"0659520096";duval@sfr.fr;8, Avenue de la Division Leclerc;69008;Lyon 8eme;06/11/2024;18/11/2024;25/11/2024;Garin;"0633721410";19, Rue Saint-Marcel;69230;Saint-Genis-Laval;25/11/2024
404;Renault;"0785024707";renault@orange.fr;32, Rue Saint-Charles;69140;Rillieux-la-Pape;06/11/2024;20/11/2024;25/11/2024;Rousseau;"0662474575";7, Avenue de Saxe;69001;Lyon 1er;27/11/2024
405;Serrano;"0746767520";serrano@icloud.com;47, Rue des Instituteurs;69200;Vénissieux;08/11/2024;12/11/2024;15/11/2024;Serrano;"0746767520";47, Rue des Instituteurs;69200;Vénissieux;15/11/2024
406;Boutique Comptoir de Mode;"0660162941";comptoir_de_mode@gmail.com;13, Rue Saint-Sébastien;69230;Saint-Genis-Laval;08/11/2024;19/11/2024;29/11/2024;Boutique Comptoir de Mode;"0660162941";13, Rue Saint-Sébastien;69230;Saint-Genis-Laval;29/11/2024
407;Restaurant Oasis Gourmande;"0747796941";oasis_gourmande@laposte.net;27, Rue Saint-Martin;69130;Écully;08/11/2024;20/11/2024;28/11/2024;;"";;;;
408;Dupuis;"0639509781";dupuis@bbox.fr;4, Rue Saint-Sébastien;69300;Caluire-et-Cuire;08/11/2024;20/11/2024;28/11/2024;;"";;;;
409;Boutique Parfum Secret;"0662111918";parfum_secret@yahoo.com;27, Rue des Bois;69006;Lyon 6eme;08/11/2024;21/11/2024;28/11/2024;Boutique Parfum Secret;"0662111918";27, Rue des Bois;69006;Lyon 6eme;29/11/2024
410;Charron;"0772051520";charron@free.fr;17, Rue de la Commune;69002;Lyon 2eme;08/11/2024;25/11/2024;29/11/2024;Charron;"0772051520";17, Rue de la Commune;69002;Lyon 2eme;29/11/2024
411;Boutique Perle Rare;"0668612082";perle_rare@orange.fr;27, Rue des Soldats;69500;Bron;12/11/2024;21/11/2024;29/11/2024;Boutique Perle Rare;"0668612082";27, Rue des Soldats;69500;Bron;29/11/2024
412;Simon;"0785242019";simon@yahoo.com;40, Rue des Orchidées;69290;Craponne;15/11/2024;22/11/2024;27/11/2024;Gros;"0730578978";50, Rue Saint-Denis;69320;Feyzin;29/11/2024
413;Menet;"0658312903";menet@hotmail.com;24, Boulevard des Anglais;69006;Lyon 6eme;18/11/2024;21/11/2024;29/11/2024;;"";;;;
414;Boutique Esprit Bohème;"0719312161";esprit_bohème@bbox.fr;8, Boulevard des Martyrs;69230;Saint-Genis-Laval;18/11/2024;28/11/2024;29/11/2024;;"";;;;
415;Boutique Bazar et Création;"0759759346";bazar_et_création@sfr.fr;38, Rue Victor Hugo;69200;Vénissieux;19/11/2024;19/11/2024;29/11/2024;Boutique Bazar et Création;"0759759346";38, Rue Victor Hugo;69200;Vénissieux;29/11/2024
416;Dufresne;"0641178956";dufresne@free.fr;37, Boulevard des Pyrénées;69320;Feyzin;19/11/2024;28/11/2024;29/11/2024;;"";;;;
417;Rey;"0742332157";rey@sfr.fr;5, Rue de la Révolution;69680;Chassieu;22/11/2024;28/11/2024;29/11/2024;Rey;"0742332157";5, Rue de la Révolution;69680;Chassieu;29/11/2024
418;Boutique Parfum Secret;"0662111918";parfum_secret@yahoo.com;27, Rue des Bois;69006;Lyon 6eme;26/11/2024;28/11/2024;29/11/2024;Boutique Parfum Secret;"0662111918";27, Rue des Bois;69006;Lyon 6eme;29/11/2024
419;Garnier;"0790892437";garnier@icloud.com;15, Rue du Pont;69100;Villeurbanne;02/06/2025;13/06/2025;19/06/2025;Garnier;"0790892437";15, Rue du Pont;69100;Villeurbanne;24/06/2025
420;Boutique Perle Rare;"0668612082";perle_rare@orange.fr;27, Rue des Soldats;69500;Bron;02/06/2025;16/06/2025;24/06/2025;;"";;;;
421;Aubry;"0755210517";aubry@orange.fr;46, Rue des Agriculteurs;69580;Sathonay-Village;03/06/2025;04/06/2025;19/06/2025;François;"0658732580";43, Boulevard du Président Wilson;69890;La Tour-de-Salvagny;24/06/2025
422;Boutique Esprit Bohème;"0719312161";esprit_bohème@bbox.fr;8, Boulevard des Martyrs;69230;Saint-Genis-Laval;03/06/2025;05/06/2025;13/06/2025;;"";;;;
423;Fournier;"0732561177";fournier@yahoo.com;36, Boulevard de la Paix;69160;Tassin-la-Demi-Lune;03/06/2025;11/06/2025;17/06/2025;Fournier;"0732561177";36, Boulevard de la Paix;69160;Tassin-la-Demi-Lune;20/06/2025
424;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@protonmail.com;8, Rue des Merles;69007;Lyon 7eme;04/06/2025;05/06/2025;11/06/2025;Boutique Éclat et Élégance;"0735456380";8, Rue des Merles;69007;Lyon 7eme;16/06/2025
425;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@protonmail.com;8, Rue des Merles;69007;Lyon 7eme;04/06/2025;06/06/2025;19/06/2025;;"";;;;
426;Richard;"0635337022";richard@orange.fr;2, Rue Saint-Sauveur;69960;Corbas;05/06/2025;05/06/2025;20/06/2025;Gros;"0730578978";50, Rue Saint-Denis;69320;Feyzin;23/06/2025
427;Bouvier;"0673496436";bouvier@yahoo.com;20, Rue des Fleurs;69730;Genay;05/06/2025;06/06/2025;19/06/2025;Bouvier;"0673496436";20, Rue des Fleurs;69730;Genay;24/06/2025
428;Benoît;"0641640798";benoît@laposte.net;7, Boulevard Pasteur;69160;Tassin-la-Demi-Lune;05/06/2025;11/06/2025;16/06/2025;;"";;;;
429;Thomas;"0771670823";thomas@sfr.fr;8, Avenue de Tourville;69780;Mions;10/06/2025;18/06/2025;24/06/2025;;"";;;;
430;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@protonmail.com;8, Rue des Merles;69007;Lyon 7eme;11/06/2025;17/06/2025;24/06/2025;;"";;;;
431;Garnier;"0790892437";garnier@icloud.com;15, Rue du Pont;69100;Villeurbanne;11/06/2025;18/06/2025;24/06/2025;Roussel;"0612584833";44, Rue Saint-Georges;69110;Sainte-Foy-lès-Lyon;24/06/2025
432;Clerc;"0625973429";clerc@hotmail.com;49, Avenue de Nantes;69500;Bron;12/06/2025;13/06/2025;20/06/2025;Clerc;"0625973429";49, Avenue de Nantes;69500;Bron;24/06/2025
433;Boutique Magasin Secret;"0755521343";magasin_secret@sfr.fr;34, Rue du Général de Gaulle;69007;Lyon 7eme;12/06/2025;18/06/2025;20/06/2025;;"";;;;
434;Renaud;"0658743912";renaud@icloud.com;48, Boulevard de la Marne;69003;Lyon 3eme;13/06/2025;16/06/2025;23/06/2025;Renaud;"0658743912";48, Boulevard de la Marne;69003;Lyon 3eme;26/06/2025
435;Boucher;"0638781559";boucher@protonmail.com;27, Rue de la Convention;69570;Dardilly;13/06/2025;19/06/2025;24/06/2025;;"";;;;
436;Boutique Atelier de Luxe;"0665727410";atelier_de_luxe@protonmail.com;49, Rue des Tilleuls;69120;Vaulx-en-Velin;16/06/2025;17/06/2025;30/06/2025;Boutique Atelier de Luxe;"0665727410";49, Rue des Tilleuls;69120;Vaulx-en-Velin;03/07/2025
437;Rogers;"0642236192";rogers@orange.fr;15, Rue Saint-Gervais;69500;Bron;16/06/2025;18/06/2025;19/06/2025;Rogers;"0642236192";15, Rue Saint-Gervais;69500;Bron;24/06/2025
438;Moreau;"0626191708";moreau@orange.fr;5, Rue du 8 Mai 1945;69008;Lyon 8eme;17/06/2025;27/06/2025;03/07/2025;Gauthier;"0696977450";39, Rue Saint-Simon;69450;Saint-Cyr-au-Mont-d'Or;04/07/2025
439;Boutique Tendance et Cie;"0766092349";tendance_et_cie@protonmail.com;28, Rue des Coquelicots;69680;Chassieu;18/06/2025;23/06/2025;03/07/2025;;"";;;;
440;Dufresne;"0641178956";dufresne@free.fr;37, Boulevard des Pyrénées;69320;Feyzin;18/06/2025;30/06/2025;11/07/2025;Dufresne;"0641178956";37, Boulevard des Pyrénées;69320;Feyzin;11/07/2025
441;Boutique Parfum Secret;"0662111918";parfum_secret@yahoo.com;27, Rue des Bois;69006;Lyon 6eme;19/06/2025;20/06/2025;26/06/2025;Boutique Parfum Secret;"0662111918";27, Rue des Bois;69006;Lyon 6eme;27/06/2025
442;Restaurant Festin Royal;"0677778735";festin_royal@hotmail.com;29, Avenue de la Libération;69190;Saint-Fons;19/06/2025;03/07/2025;08/07/2025;;"";;;;
443;Dehousse;"0691450450";dehousse@sfr.fr;27, Avenue de Wagram;69190;Saint-Fons;20/06/2025;24/06/2025;03/07/2025;Dehousse;"0691450450";27, Avenue de Wagram;69190;Saint-Fons;08/07/2025
444;Restaurant Cuisine Ancienne;"0674460059";cuisine_ancienne@protonmail.com;48, Rue des Orchidées;69260;Charbonnières-les-Bains;20/06/2025;24/06/2025;04/07/2025;;"";;;;
445;Boutique Comptoir de Mode;"0660162941";comptoir_de_mode@gmail.com;13, Rue Saint-Sébastien;69230;Saint-Genis-Laval;20/06/2025;25/06/2025;30/06/2025;Boutique Comptoir de Mode;"0660162941";13, Rue Saint-Sébastien;69230;Saint-Genis-Laval;02/07/2025
446;Delarue;"0651458072";delarue@outlook.com;39, Rue Saint-Simon;69450;Saint-Cyr-au-Mont-d'Or;23/06/2025;26/06/2025;10/07/2025;Dubois;"0692607439";3, Rue des Martyrs;69760;Limonest;15/07/2025
447;Rogers;"0642236192";rogers@orange.fr;15, Rue Saint-Gervais;69500;Bron;23/06/2025;27/06/2025;02/07/2025;Serrano;"0746767520";47, Rue des Instituteurs;69200;Vénissieux;04/07/2025
448;Goutte;"0679991674";goutte@sfr.fr;12, Boulevard Aristide Briand;69890;La Tour-de-Salvagny;23/06/2025;03/07/2025;04/07/2025;Goutte;"0679991674";12, Boulevard Aristide Briand;69890;La Tour-de-Salvagny;04/07/2025
449;Bernard;"0798767626";bernard@sfr.fr;30, Avenue de Nantes;69540;Irigny;23/06/2025;04/07/2025;11/07/2025;Deleuze;"0637130330";33, Rue des Ouvriers;69380;Lissieu;16/07/2025
450;Bertin;"0773998194";bertin@laposte.net;18, Rue Pasteur;69009;Lyon 9eme;24/06/2025;27/06/2025;03/07/2025;Bertin;"0773998194";18, Rue Pasteur;69009;Lyon 9eme;08/07/2025
451;Sanchez;"0795748511";sanchez@sfr.fr;41, Boulevard de la République;69780;Mions;24/06/2025;03/07/2025;04/07/2025;Serrano;"0746767520";47, Rue des Instituteurs;69200;Vénissieux;07/07/2025
452;Bois;"0729172337";bois@bbox.fr;2, Rue des Médecins;69410;Champagne-au-Mont-d'Or;25/06/2025;03/07/2025;04/07/2025;Bois;"0729172337";2, Rue des Médecins;69410;Champagne-au-Mont-d'Or;04/07/2025
453;Schneider;"0668040251";schneider@bbox.fr;30, Avenue de Wagram;69290;Craponne;25/06/2025;08/07/2025;09/07/2025;Guillemette;"0650129632";20, Rue Saint-Victor;69110;Sainte-Foy-lès-Lyon;11/07/2025
454;Boutique Coin Précieux;"0785431549";coin_précieux@sfr.fr;21, Avenue de Lowendal;69350;La Mulatière;30/06/2025;04/07/2025;21/07/2025;Boutique Coin Précieux;"0785431549";21, Avenue de Lowendal;69350;La Mulatière;23/07/2025
455;Boutique Parfum Secret;"0662111918";parfum_secret@yahoo.com;27, Rue des Bois;69006;Lyon 6eme;30/06/2025;08/07/2025;17/07/2025;Boutique Parfum Secret;"0662111918";27, Rue des Bois;69006;Lyon 6eme;21/07/2025
456;Moreau;"0626191708";moreau@orange.fr;5, Rue du 8 Mai 1945;69008;Lyon 8eme;30/06/2025;08/07/2025;22/07/2025;Moreau;"0626191708";5, Rue du 8 Mai 1945;69008;Lyon 8eme;22/07/2025
457;Restaurant Taverne du Palais;"0741911123";taverne_du_palais@hotmail.com;48, Avenue des Champs-Élysées;69001;Lyon 1er;01/07/2025;08/07/2025;23/07/2025;;"";;;;
458;Boutique Tendance et Cie;"0766092349";tendance_et_cie@protonmail.com;28, Rue des Coquelicots;69680;Chassieu;01/07/2025;15/07/2025;22/07/2025;;"";;;;
459;Jacquet;"0796799393";jacquet@outlook.com;44, Rue des Soldats;69280;Marcy-l'Étoile;02/07/2025;03/07/2025;11/07/2025;Joly;"0644846114";42, Rue du Puits;69700;Givors;15/07/2025
460;Gros;"0730578978";gros@yahoo.com;50, Rue Saint-Denis;69320;Feyzin;02/07/2025;10/07/2025;23/07/2025;Gros;"0730578978";50, Rue Saint-Denis;69320;Feyzin;24/07/2025
461;Fournier;"0732561177";fournier@yahoo.com;36, Boulevard de la Paix;69160;Tassin-la-Demi-Lune;03/07/2025;03/07/2025;09/07/2025;Fournier;"0732561177";36, Boulevard de la Paix;69160;Tassin-la-Demi-Lune;10/07/2025
462;Restaurant Mets Épicuriens;"0734206304";mets_épicuriens@bbox.fr;15, Rue du 11 Novembre 1918;69380;Lissieu;03/07/2025;07/07/2025;10/07/2025;;"";;;;
463;Restaurant Mets Épicuriens;"0734206304";mets_épicuriens@bbox.fr;15, Rue du 11 Novembre 1918;69380;Lissieu;03/07/2025;16/07/2025;28/07/2025;;"";;;;
464;Serrano;"0746767520";serrano@icloud.com;47, Rue des Instituteurs;69200;Vénissieux;03/07/2025;17/07/2025;24/07/2025;Serrano;"0746767520";47, Rue des Instituteurs;69200;Vénissieux;29/07/2025
465;Deleuze;"0637130330";deleuze@yahoo.com;33, Rue des Ouvriers;69380;Lissieu;03/07/2025;17/07/2025;31/07/2025;;"";;;;
466;Castel;"0654645684";castel@icloud.com;32, Rue Saint-Marcel;69005;Lyon 5eme;04/07/2025;04/07/2025;18/07/2025;Castel;"0654645684";32, Rue Saint-Marcel;69005;Lyon 5eme;22/07/2025
467;Boutique Esprit Bohème;"0719312161";esprit_bohème@bbox.fr;8, Boulevard des Martyrs;69230;Saint-Genis-Laval;04/07/2025;10/07/2025;18/07/2025;Boutique Esprit Bohème;"0719312161";8, Boulevard des Martyrs;69230;Saint-Genis-Laval;18/07/2025
468;Moulin;"0676624893";moulin@outlook.com;40, Rue des Agriculteurs;69680;Chassieu;07/07/2025;09/07/2025;23/07/2025;Moulin;"0676624893";40, Rue des Agriculteurs;69680;Chassieu;28/07/2025
469;Boucher;"0638781559";boucher@protonmail.com;27, Rue de la Convention;69570;Dardilly;07/07/2025;10/07/2025;22/07/2025;Boucher;"0638781559";27, Rue de la Convention;69570;Dardilly;22/07/2025
470;Restaurant Festin Royal;"0677778735";festin_royal@hotmail.com;29, Avenue de la Libération;69190;Saint-Fons;07/07/2025;22/07/2025;30/07/2025;;"";;;;
471;Boutique Parfum Secret;"0662111918";parfum_secret@yahoo.com;27, Rue des Bois;69006;Lyon 6eme;07/07/2025;22/07/2025;31/07/2025;Boutique Parfum Secret;"0662111918";27, Rue des Bois;69006;Lyon 6eme;31/07/2025
472;Simon;"0785242019";simon@yahoo.com;40, Rue des Orchidées;69290;Craponne;08/07/2025;08/07/2025;18/07/2025;Baron;"0626079280";30, Rue de la Concorde;69730;Genay;22/07/2025
473;Boutique Tendance et Cie;"0766092349";tendance_et_cie@protonmail.com;28, Rue des Coquelicots;69680;Chassieu;08/07/2025;10/07/2025;15/07/2025;Boutique Tendance et Cie;"0766092349";28, Rue des Coquelicots;69680;Chassieu;15/07/2025
474;Boutique Coin Précieux;"0785431549";coin_précieux@sfr.fr;21, Avenue de Lowendal;69350;La Mulatière;08/07/2025;10/07/2025;23/07/2025;Boutique Coin Précieux;"0785431549";21, Avenue de Lowendal;69350;La Mulatière;24/07/2025
475;Benoit;"0732532085";benoit@protonmail.com;38, Rue Sainte-Catherine;69390;Vernaison;08/07/2025;16/07/2025;25/07/2025;Michaud;"0636732048";37, Boulevard de Verdun;69360;Solaize;30/07/2025
476;Robert;"0774537467";robert@free.fr;34, Rue des Tilleuls;69960;Corbas;08/07/2025;18/07/2025;22/07/2025;Berger;"0610094283";16, Rue Saint-Charles;69520;Grigny-sur-Rhône;23/07/2025
477;Restaurant Jardin des Délices;"0716141429";jardin_des_délices@hotmail.com;19, Boulevard du Maréchal Pétain;69250;Neuville-sur-Saône;08/07/2025;22/07/2025;23/07/2025;;"";;;;
478;Menet;"0658312903";menet@hotmail.com;24, Boulevard des Anglais;69006;Lyon 6eme;09/07/2025;10/07/2025;17/07/2025;Chapman;"0648204390";8, Rue des Bois;69760;Limonest;17/07/2025
479;Restaurant Esprit du Sud;"0620605888";esprit_du_sud@protonmail.com;24, Boulevard Jean Jaurès;69410;Champagne-au-Mont-d'Or;09/07/2025;23/07/2025;31/07/2025;;"";;;;
480;Vallée;"0620818268";vallée@icloud.com;47, Rue du Général de Gaulle;69008;Lyon 8eme;10/07/2025;18/07/2025;22/07/2025;Vallée;"0620818268";47, Rue du Général de Gaulle;69008;Lyon 8eme;25/07/2025
481;Serrano;"0746767520";serrano@icloud.com;47, Rue des Instituteurs;69200;Vénissieux;10/07/2025;23/07/2025;29/07/2025;Serrano;"0746767520";47, Rue des Instituteurs;69200;Vénissieux;30/07/2025
482;Gilbert;"0723974406";gilbert@laposte.net;17, Avenue de Clermont;69320;Feyzin;11/07/2025;;;;"";;;;
483;Baron;"0626079280";baron@laposte.net;30, Rue de la Concorde;69730;Genay;11/07/2025;15/07/2025;18/07/2025;Baron;"0626079280";30, Rue de la Concorde;69730;Genay;23/07/2025
484;Moulin;"0676624893";moulin@outlook.com;40, Rue des Agriculteurs;69680;Chassieu;15/07/2025;21/07/2025;31/07/2025;Castel;"0654645684";32, Rue Saint-Marcel;69005;Lyon 5eme;31/07/2025
485;Lefevre;"0749019326";lefevre@protonmail.com;49, Rue du Progrès;69730;Genay;17/07/2025;18/07/2025;29/07/2025;;"";;;;
486;Boutique Instant Précieux;"0613845064";instant_précieux@free.fr;37, Rue Saint-Gervais;69730;Genay;17/07/2025;23/07/2025;28/07/2025;;"";;;;
487;Boutique Coin Précieux;"0785431549";coin_précieux@sfr.fr;21, Avenue de Lowendal;69350;La Mulatière;21/07/2025;21/07/2025;31/07/2025;Boutique Coin Précieux;"0785431549";21, Avenue de Lowendal;69350;La Mulatière;31/07/2025
488;Roux;"0650504324";roux@sfr.fr;49, Rue Saint-Henri;69270;Fontaines-sur-Saône;21/07/2025;23/07/2025;31/07/2025;Petit;"0688609527";20, Rue Saint-Maurice;69380;Lissieu;31/07/2025
489;Boutique Bazar et Création;"0759759346";bazar_et_création@sfr.fr;38, Rue Victor Hugo;69200;Vénissieux;22/07/2025;22/07/2025;31/07/2025;;"";;;;
490;Henry;"0688084294";henry@outlook.com;21, Rue des Résistants;69200;Vénissieux;22/07/2025;29/07/2025;30/07/2025;Rivière;"0672516067";1, Rue Saint-Joseph;69650;Saint-Germain-au-Mont-d'Or;31/07/2025
491;Dehousse;"0691450450";dehousse@sfr.fr;27, Avenue de Wagram;69190;Saint-Fons;23/07/2025;24/07/2025;31/07/2025;Dehousse;"0691450450";27, Avenue de Wagram;69190;Saint-Fons;31/07/2025
492;Gautier;"0687778853";gautier@outlook.com;25, Rue des Cigognes;69110;Sainte-Foy-lès-Lyon;23/07/2025;30/07/2025;31/07/2025;Rey;"0742332157";5, Rue de la Révolution;69680;Chassieu;31/07/2025
493;Martinez;"0676324532";martinez@free.fr;26, Rue Saint-Lazare;69680;Chassieu;24/07/2025;29/07/2025;31/07/2025;Boucher;"0638781559";27, Rue de la Convention;69570;Dardilly;31/07/2025
494;Restaurant Saveurs Italiennes;"0615865995";saveurs_italiennes@laposte.net;11, Rue des Peupliers;69540;Irigny;24/07/2025;30/07/2025;31/07/2025;;"";;;;
495;Restaurant Saveurs Italiennes;"0615865995";saveurs_italiennes@laposte.net;11, Rue des Peupliers;69540;Irigny;24/07/2025;30/07/2025;31/07/2025;;"";;;;
496;Guilbert;"0619409883";guilbert@icloud.com;18, Rue de la Chapelle;69250;Neuville-sur-Saône;24/07/2025;30/07/2025;31/07/2025;Guilbert;"0619409883";18, Rue de la Chapelle;69250;Neuville-sur-Saône;31/07/2025
497;Lemoine;"0715303722";lemoine@orange.fr;29, Rue Saint-Nicolas;69110;Sainte-Foy-lès-Lyon;25/07/2025;30/07/2025;31/07/2025;Thibault;"0736092438";46, Rue de la Concorde;69190;Saint-Fons;31/07/2025
498;Boutique Comptoir de Mode;"0660162941";comptoir_de_mode@gmail.com;13, Rue Saint-Sébastien;69230;Saint-Genis-Laval;28/07/2025;29/07/2025;31/07/2025;;"";;;;
499;Blanc;"0692609392";blanc@protonmail.com;26, Rue Saint-Victor;69380;Lissieu;29/07/2025;30/07/2025;31/07/2025;Fournier;"0732561177";36, Boulevard de la Paix;69160;Tassin-la-Demi-Lune;31/07/2025
500;Boucher;"0638781559";boucher@protonmail.com;27, Rue de la Convention;69570;Dardilly;29/07/2025;30/07/2025;31/07/2025;Picard;"0735607975";41, Rue des Merles;69290;Craponne;31/07/2025
